David Villa Sánchez,Jugador del @New York City FC,Athlete
CONVERSE,,Shopping & Retail
Athlete.ly,,Website
Airplanes,,Travel Service
MonetizeUs,"We curate the most uplifting stories about this world, people, animals.  This is a beautiful world. Let us share it. ",Arts & Humanities Website
GivingNinja,,App Page
AppGoodies,,App Page
Survey Bistro,,App Page
Prize Bistro,Prize Bistro promotes sweepstakes and contests of other brands to its fans. Thousands of dollars in prizes have been given away since December 2011.,Website
Bitcoin Users Org,,App Page
Free Profile Banners and Covers,,App Page
Quiz Bistro,,App Page
Personality Quizzes,,App Page
United States Geography and History Quizzes,,App Page
